"month","media","checkouts"
2019-09-01,BOOK,325518
2019-09-01,CR,256
2019-09-01,EBOOK,177592
2019-09-01,ER,152
2019-09-01,"ER, NONPROJGRAPH",5
2019-09-01,"ER, PRINT",1
2019-09-01,"ER, REGPRINT",1
2019-09-01,"ER, SOUNDDISC",58
2019-09-01,"ER, VIDEODISC",87
2019-09-01,"FLASHCARD, SOUNDDISC",1
2019-09-01,GLOBE,1
2019-09-01,KIT,2
2019-09-01,LARGEPRINT,108
2019-09-01,MAP,65
2019-09-01,MICROFORM,1
2019-09-01,MIXED,2138
2019-09-01,MUSIC,593
2019-09-01,MUSICSNDREC,2
2019-09-01,NOTATEDMUSIC,2
2019-09-01,REGPRINT,2287
2019-09-01,"REGPRINT, SOUNDDISC",11
2019-09-01,"REGPRINT, VIDEOREC",2
2019-09-01,SOUNDCASS,2
2019-09-01,SOUNDDISC,32571
2019-09-01,"SOUNDDISC, SOUNDREC",2
2019-09-01,"SOUNDDISC, VIDEODISC",291
2019-09-01,SOUNDREC,196
2019-09-01,UNSPECIFIED,16
2019-09-01,VIDEO,208
2019-09-01,VIDEOCART,4
2019-09-01,VIDEOCASS,11
2019-09-01,VIDEODISC,101009
2019-09-01,VIDEOREC,5
2019-09-01,VISUAL,36
2019-08-01,ATLAS,34
2019-08-01,AUDIOBOOK,114567
2019-08-01,BOOK,337295
2019-08-01,COMPFILE,1
2019-08-01,CR,214
2019-08-01,EBOOK,190006
2019-08-01,ER,121
2019-08-01,"ER, MAP",3
2019-08-01,"ER, NONPROJGRAPH",6
2019-08-01,"ER, PRINT",1
2019-08-01,"ER, SOUNDDISC",66
2019-08-01,"ER, VIDEODISC",105
2019-08-01,"FLASHCARD, SOUNDDISC",1
2019-08-01,KIT,2
2019-08-01,LARGEPRINT,118
2019-08-01,MAP,78
2019-08-01,MICROFORM,2
2019-08-01,MIXED,1793
2019-08-01,MUSIC,757
2019-08-01,MUSICSNDREC,3
2019-08-01,NOTATEDMUSIC,2
2019-08-01,REGPRINT,2455
2019-08-01,"REGPRINT, SOUNDDISC",10
2019-08-01,"REGPRINT, VIDEOREC",3
2019-08-01,SOUNDCASS,8
2019-08-01,SOUNDDISC,35345
2019-08-01,"SOUNDDISC, SOUNDREC",1
2019-08-01,"SOUNDDISC, VIDEODISC",310
2019-08-01,SOUNDREC,209
2019-08-01,UNSPECIFIED,14
2019-08-01,VIDEO,267
2019-08-01,VIDEOCART,4
2019-08-01,VIDEOCASS,6
2019-08-01,VIDEODISC,111786
2019-08-01,VIDEOREC,3
2019-08-01,VISUAL,39
2019-07-01,ATLAS,42
2019-07-01,AUDIOBOOK,113067
2019-07-01,BOOK,353046
2019-07-01,CR,225
2019-07-01,EBOOK,187679
2019-07-01,ER,121
2019-07-01,"ER, NONPROJGRAPH",5
2019-07-01,"ER, PRINT",1
2019-07-01,"ER, REGPRINT",2
2019-07-01,"ER, SOUNDDISC",63
2019-07-01,"ER, VIDEODISC",109
2019-07-01,"FLASHCARD, SOUNDDISC",4
2019-07-01,KIT,2
2019-07-01,LARGEPRINT,104
2019-07-01,MAP,74
2019-07-01,MICROFORM,1
2019-07-01,MIXED,1868
2019-07-01,MUSIC,689
2019-07-01,MUSICSNDREC,9
2019-07-01,REGPRINT,2290
2019-07-01,"REGPRINT, SOUNDDISC",13
2019-07-01,"REGPRINT, VIDEOREC",2
2019-07-01,SOUNDCASS,4
2019-07-01,SOUNDDISC,36651
2019-07-01,"SOUNDDISC, SOUNDREC",2
2019-07-01,"SOUNDDISC, VIDEODISC",308
2019-07-01,SOUNDREC,217
2019-07-01,UNSPECIFIED,14
2019-07-01,VIDEO,321
2019-07-01,VIDEOCART,12
2019-07-01,VIDEOCASS,13
2019-07-01,VIDEODISC,114526
2019-07-01,VIDEOREC,6
2019-07-01,VISUAL,31
2019-06-01,ATLAS,42
2019-06-01,AUDIOBOOK,105903
2019-06-01,BOOK,328584
2019-06-01,CR,201
2019-06-01,EBOOK,173408
2019-06-01,ER,140
2019-06-01,"ER, NONPROJGRAPH",5
2019-06-01,"ER, REGPRINT",2
2019-06-01,"ER, SOUNDDISC",76
2019-06-01,"ER, VIDEODISC",94
2019-06-01,"FLASHCARD, SOUNDDISC",2
2019-06-01,GLOBE,1
2019-06-01,LARGEPRINT,85
2019-06-01,MAP,43
2019-06-01,MICROFORM,1
2019-06-01,MIXED,2230
2019-06-01,MUSIC,614
2019-06-01,MUSICSNDREC,3
2019-06-01,NOTATEDMUSIC,3
2019-06-01,REGPRINT,1788
2019-06-01,"REGPRINT, SOUNDDISC",11
2019-06-01,"REGPRINT, VIDEOREC",2
2019-06-01,"SLIDE, SOUNDCASS",1
2019-06-01,SOUNDCASS,5
2019-06-01,"SOUNDCASS, SOUNDDISC",1
2019-06-01,SOUNDDISC,35977
2019-06-01,"SOUNDDISC, SOUNDREC",2
2019-06-01,"SOUNDDISC, VIDEODISC",331
2019-06-01,SOUNDREC,214
2019-06-01,UNSPECIFIED,14
2019-06-01,VIDEO,189
2019-06-01,VIDEOCART,16
2019-06-01,VIDEOCASS,9
2019-06-01,VIDEODISC,110632
2019-06-01,VIDEOREC,5
2019-06-01,VISUAL,43
2019-05-01,ATLAS,35
2019-05-01,AUDIOBOOK,106079
2019-05-01,BOOK,311321
2019-05-01,CR,213
2019-05-01,EBOOK,172002
2019-05-01,ER,131
2019-05-01,"ER, NONPROJGRAPH",2
2019-05-01,"ER, SOUNDDISC",55
2019-05-01,"ER, VIDEODISC",80
2019-05-01,"FLASHCARD, SOUNDDISC",4
2019-05-01,KIT,2
2019-05-01,LARGEPRINT,62
2019-05-01,MAP,38
2019-05-01,MICROFORM,3
2019-05-01,MIXED,1819
2019-05-01,MUSIC,624
2019-05-01,MUSICSNDREC,7
2019-05-01,REGPRINT,1512
2019-05-01,"REGPRINT, SOUNDDISC",13
2019-05-01,"REGPRINT, VIDEOREC",7
2019-05-01,SOUNDCASS,4
2019-05-01,SOUNDDISC,36621
2019-05-01,"SOUNDDISC, SOUNDREC",3
2019-05-01,"SOUNDDISC, VIDEODISC",318
2019-05-01,SOUNDREC,202
2019-05-01,UNSPECIFIED,15
2019-05-01,VIDEO,120
2019-05-01,VIDEOCART,17
2019-05-01,VIDEOCASS,12
2019-05-01,VIDEODISC,110688
2019-05-01,VIDEOREC,7
2019-05-01,VISUAL,30
2019-04-01,ATLAS,33
2019-04-01,AUDIOBOOK,99034
2019-04-01,BOOK,323569
2019-04-01,CR,218
2019-04-01,EBOOK,170263
2019-04-01,ER,131
2019-04-01,"ER, NONPROJGRAPH",2
2019-04-01,"ER, SOUNDDISC",76
2019-04-01,"ER, VIDEODISC",74
2019-04-01,"FLASHCARD, SOUNDDISC",3
2019-04-01,KIT,2
2019-04-01,LARGEPRINT,75
2019-04-01,MAP,42
2019-04-01,MICROFORM,1
2019-04-01,MIXED,1486
2019-04-01,MUSIC,589
2019-04-01,MUSICSNDREC,2
2019-04-01,NOTATEDMUSIC,6
2019-04-01,REGPRINT,1509
2019-04-01,"REGPRINT, SOUNDDISC",13
2019-04-01,"REGPRINT, VIDEOREC",3
2019-04-01,SOUNDCASS,1
2019-04-01,SOUNDDISC,37944
2019-04-01,"SOUNDDISC, SOUNDREC",3
2019-04-01,"SOUNDDISC, VIDEODISC",348
2019-04-01,SOUNDREC,225
2019-04-01,UNSPECIFIED,18
2019-04-01,VIDEO,164
2019-04-01,VIDEOCART,14
2019-04-01,VIDEOCASS,14
2019-04-01,VIDEODISC,117562
2019-04-01,VIDEOREC,9
2019-04-01,VISUAL,42
2019-03-01,ATLAS,51
2019-03-01,AUDIOBOOK,97901
2019-03-01,BOOK,322977
2019-03-01,CR,240
2019-03-01,EBOOK,172191
2019-03-01,ER,135
2019-03-01,"ER, PRINT",2
2019-03-01,"ER, SOUNDDISC",75
2019-03-01,"ER, VIDEODISC",51
2019-03-01,"ER, VIDEOREC",1
2019-03-01,FLASHCARD,1
2019-03-01,"FLASHCARD, SOUNDDISC",4
2019-03-01,KIT,2
2019-03-01,LARGEPRINT,58
2019-03-01,MAP,31
2019-03-01,MICROFORM,2
2019-03-01,MIXED,1064
2019-03-01,MUSIC,499
2019-03-01,MUSICSNDREC,3
2019-03-01,NOTATEDMUSIC,1
2019-03-01,REGPRINT,1414
2019-03-01,"REGPRINT, SOUNDDISC",13
2019-03-01,"REGPRINT, VIDEOREC",5
2019-03-01,REMOTESEN,1
2019-03-01,SOUNDCASS,6
2019-03-01,SOUNDDISC,37827
2019-03-01,"SOUNDDISC, SOUNDREC",3
2019-03-01,"SOUNDDISC, VIDEODISC",369
2019-03-01,SOUNDREC,235
2019-03-01,UNSPECIFIED,18
2019-03-01,VIDEO,210
2019-03-01,VIDEOCART,17
2019-03-01,VIDEOCASS,14
2019-03-01,VIDEODISC,120107
2019-03-01,VIDEOREC,5
2019-03-01,VISUAL,49
2019-02-01,ATLAS,36
2019-02-01,AUDIOBOOK,88327
2019-02-01,BOOK,296367
2019-02-01,CR,195
2019-02-01,EBOOK,161613
2019-02-01,ER,134
2019-02-01,"ER, NONPROJGRAPH",3
2019-02-01,"ER, SOUNDDISC",86
2019-02-01,"ER, VIDEODISC",63
2019-02-01,"FLASHCARD, SOUNDDISC",6
2019-02-01,KIT,1
2019-02-01,LARGEPRINT,67
2019-02-01,MAP,28
2019-02-01,MICROFORM,2
2019-02-01,MIXED,625
2019-02-01,MUSIC,542
2019-02-01,MUSICSNDREC,6
2019-02-01,NOTATEDMUSIC,4
2019-02-01,PICTURE,1
2019-02-01,REGPRINT,1201
2019-02-01,"REGPRINT, SOUNDDISC",7
2019-02-01,"REGPRINT, VIDEOREC",1
2019-02-01,SOUNDCASS,4
2019-02-01,"SOUNDCASS, SOUNDDISC, VIDEOCASS, VIDEODISC",1
2019-02-01,SOUNDDISC,34606
2019-02-01,"SOUNDDISC, VIDEODISC",337
2019-02-01,SOUNDREC,197
2019-02-01,UNSPECIFIED,17
2019-02-01,VIDEO,189
2019-02-01,VIDEOCART,17
2019-02-01,VIDEOCASS,18
2019-02-01,VIDEODISC,113807
2019-02-01,VIDEOREC,7
2019-02-01,VISUAL,36
2019-01-01,ATLAS,39
2019-01-01,AUDIOBOOK,101617
2019-01-01,BOOK,348573
2019-01-01,CR,265
2019-01-01,EBOOK,174364
2019-01-01,ER,146
2019-01-01,"ER, NONPROJGRAPH",2
2019-01-01,"ER, SOUNDDISC",89
2019-01-01,"ER, VIDEODISC",71
2019-01-01,"FLASHCARD, SOUNDDISC",3
2019-01-01,KIT,2
2019-01-01,LARGEPRINT,72
2019-01-01,MAP,40
2019-01-01,MICROFORM,1
2019-01-01,MIXED,1621
2019-01-01,MUSIC,695
2019-01-01,MUSICSNDREC,2
2019-01-01,NOTATEDMUSIC,5
2019-01-01,REGPRINT,1363
2019-01-01,"REGPRINT, SOUNDDISC",13
2019-01-01,"REGPRINT, VIDEOREC",2
2019-01-01,"SLIDE, SOUNDCASS",1
2019-01-01,SOUNDCASS,6
2019-01-01,"SOUNDCASS, SOUNDDISC",1
2019-01-01,SOUNDDISC,42489
2019-01-01,"SOUNDDISC, SOUNDREC",2
2019-01-01,"SOUNDDISC, VIDEODISC",406
2019-01-01,SOUNDREC,250
2019-01-01,UNSPECIFIED,13
2019-01-01,VIDEO,136
2019-01-01,VIDEOCART,12
2019-01-01,VIDEOCASS,17
2019-01-01,VIDEODISC,128183
2019-01-01,VIDEOREC,6
2019-01-01,VISUAL,39
2018-12-01,ATLAS,32
2018-12-01,AUDIOBOOK,88866
2018-12-01,BOOK,296798
2018-12-01,CR,247
2018-12-01,EBOOK,164757
2018-12-01,ER,115
2018-12-01,"ER, NONPROJGRAPH",2
2018-12-01,"ER, PRINT",1
2018-12-01,"ER, SOUNDDISC",96
2018-12-01,"ER, VIDEODISC",46
2018-12-01,"FLASHCARD, SOUNDDISC",1
2018-12-01,KIT,4
2018-12-01,LARGEPRINT,67
2018-12-01,MAP,28
2018-12-01,MICROFORM,1
2018-12-01,MIXED,724
2018-12-01,MUSIC,680
2018-12-01,MUSICSNDREC,6
2018-12-01,NOTATEDMUSIC,2
2018-12-01,REGPRINT,1140
2018-12-01,"REGPRINT, SOUNDDISC",8
2018-12-01,"REGPRINT, VIDEOREC",3
2018-12-01,SOUNDCASS,4
2018-12-01,SOUNDDISC,39370
2018-12-01,"SOUNDDISC, SOUNDREC",1
2018-12-01,"SOUNDDISC, VIDEOCASS",1
2018-12-01,"SOUNDDISC, VIDEODISC",389
2018-12-01,SOUNDREC,210
2018-12-01,UNSPECIFIED,7
2018-12-01,VIDEO,202
2018-12-01,VIDEOCART,19
2018-12-01,VIDEOCASS,16
2018-12-01,VIDEODISC,123597
2018-12-01,VIDEOREC,12
2018-12-01,VISUAL,32
2018-11-01,ATLAS,36
2018-11-01,AUDIOBOOK,85582
2018-11-01,BOOK,321935
2018-11-01,COMPFILE,2
2018-11-01,CR,275
2018-11-01,EBOOK,154753
2018-11-01,ER,226
2018-11-01,"ER, NONPROJGRAPH",2
2018-11-01,"ER, PRINT",1
2018-11-01,"ER, REGPRINT",1
2018-11-01,"ER, SOUNDDISC",99
2018-11-01,"ER, VIDEODISC",52
2018-11-01,"FLASHCARD, SOUNDDISC",5
2018-11-01,GLOBE,2
2018-11-01,KIT,1
2018-11-01,LARGEPRINT,75
2018-11-01,MAP,34
2018-11-01,MICROFORM,2
2018-11-01,MIXED,1469
2018-11-01,MUSIC,611
2018-11-01,MUSICSNDREC,11
2018-11-01,NONPROJGRAPH,1
2018-11-01,NOTATEDMUSIC,2
2018-11-01,REGPRINT,1148
2018-11-01,"REGPRINT, SOUNDDISC",11
2018-11-01,"REGPRINT, VIDEOREC",6
2018-11-01,SOUNDCASS,10
2018-11-01,SOUNDDISC,39673
2018-11-01,"SOUNDDISC, SOUNDREC",1
2018-11-01,"SOUNDDISC, VIDEODISC",354
2018-11-01,SOUNDREC,223
2018-11-01,UNSPECIFIED,22
2018-11-01,VIDEO,150
2018-11-01,VIDEOCART,15
2018-11-01,VIDEOCASS,9
2018-11-01,VIDEODISC,120913
2018-11-01,VIDEOREC,14
2018-11-01,VISUAL,34
2018-10-01,ATLAS,28
2018-10-01,AUDIOBOOK,90042
2018-10-01,BOOK,335074
2018-10-01,CR,305
2018-10-01,EBOOK,160025
2018-10-01,ER,340
2018-10-01,"ER, NONPROJGRAPH",2
2018-10-01,"ER, PRINT",2
2018-10-01,"ER, SOUNDDISC",100
2018-10-01,"ER, VIDEODISC",80
2018-10-01,"FLASHCARD, SOUNDDISC",1
2018-10-01,GLOBE,1
2018-10-01,KIT,2
2018-10-01,LARGEPRINT,59
2018-10-01,MAP,36
2018-10-01,MIXED,2807
2018-10-01,MUSIC,614
2018-10-01,MUSICSNDREC,7
2018-10-01,PRINT,2
2018-10-01,REGPRINT,1259
2018-10-01,"REGPRINT, SOUNDDISC",13
2018-10-01,"REGPRINT, VIDEOREC",4
2018-10-01,SOUNDCASS,6
2018-10-01,SOUNDDISC,40559
2018-10-01,"SOUNDDISC, SOUNDREC",1
2018-10-01,"SOUNDDISC, VIDEODISC",422
2018-10-01,SOUNDREC,241
2018-10-01,UNSPECIFIED,16
2018-10-01,VIDEO,205
2018-10-01,VIDEOCART,17
2018-10-01,VIDEOCASS,15
2018-10-01,VIDEODISC,122957
2018-10-01,VIDEOREC,11
2018-10-01,VISUAL,31
2018-09-01,ATLAS,48
2018-09-01,AUDIOBOOK,85846
2018-09-01,BOOK,316108
2018-09-01,CR,248
2018-09-01,EBOOK,157447
2018-09-01,ER,341
2018-09-01,"ER, NONPROJGRAPH",5
2018-09-01,"ER, PRINT",2
2018-09-01,"ER, REGPRINT",2
2018-09-01,"ER, SOUNDDISC",88
2018-09-01,"ER, VIDEODISC",70
2018-09-01,"FLASHCARD, SOUNDDISC",3
2018-09-01,KIT,2
2018-09-01,LARGEPRINT,50
2018-09-01,MAP,37
2018-09-01,MICROFORM,3
2018-09-01,MIXED,2449
2018-09-01,MUSIC,617
2018-09-01,MUSICSNDREC,2
2018-09-01,REGPRINT,1169
2018-09-01,"REGPRINT, SOUNDDISC",15
2018-09-01,"REGPRINT, VIDEOREC",7
2018-09-01,SOUNDCASS,1
2018-09-01,SOUNDDISC,39618
2018-09-01,"SOUNDDISC, SOUNDREC",1
2018-09-01,"SOUNDDISC, VIDEODISC",392
2018-09-01,SOUNDREC,227
2018-09-01,UNSPECIFIED,21
2018-09-01,VIDEO,172
2018-09-01,VIDEOCART,7
2018-09-01,VIDEOCASS,20
2018-09-01,VIDEODISC,116731
2018-09-01,VIDEOREC,9
2018-09-01,VISUAL,40
2018-08-01,ATLAS,42
2018-08-01,AUDIOBOOK,90293
2018-08-01,BOOK,349112
2018-08-01,CR,277
2018-08-01,EBOOK,170354
2018-08-01,ER,292
2018-08-01,"ER, NONPROJGRAPH",4
2018-08-01,"ER, SOUNDDISC",144
2018-08-01,"ER, VIDEODISC",71
2018-08-01,"FLASHCARD, SOUNDDISC",4
2018-08-01,GLOBE,2
2018-08-01,KIT,2
2018-08-01,LARGEPRINT,88
2018-08-01,MAP,36
2018-08-01,MIXED,2670
2018-08-01,MUSIC,675
2018-08-01,MUSICSNDREC,3
2018-08-01,NOTATEDMUSIC,4
2018-08-01,PICTURE,1
2018-08-01,REGPRINT,1231
2018-08-01,"REGPRINT, SOUNDDISC",16
2018-08-01,"REGPRINT, VIDEOREC",3
2018-08-01,SOUNDCASS,6
2018-08-01,"SOUNDCASS, SOUNDDISC",1
2018-08-01,SOUNDDISC,42697
2018-08-01,"SOUNDDISC, SOUNDREC",1
2018-08-01,"SOUNDDISC, VIDEODISC",422
2018-08-01,SOUNDREC,317
2018-08-01,UNSPECIFIED,11
2018-08-01,VIDEO,175
2018-08-01,VIDEOCART,20
2018-08-01,VIDEOCASS,29
2018-08-01,VIDEODISC,130014
2018-08-01,VIDEOREC,7
2018-08-01,VISUAL,24
2018-07-01,ATLAS,30
2018-07-01,AUDIOBOOK,86597
2018-07-01,BOOK,347513
2018-07-01,CR,264
2018-07-01,EBOOK,167149
2018-07-01,ER,257
2018-07-01,"ER, NONPROJGRAPH",1
2018-07-01,"ER, PRINT",1
2018-07-01,"ER, SOUNDDISC",125
2018-07-01,"ER, VIDEODISC",66
2018-07-01,FLASHCARD,2
2018-07-01,"FLASHCARD, SOUNDDISC",6
2018-07-01,KIT,3
2018-07-01,LARGEPRINT,90
2018-07-01,MAP,34
2018-07-01,MIXED,2217
2018-07-01,MUSIC,661
2018-07-01,MUSICSNDREC,6
2018-07-01,NOTATEDMUSIC,4
2018-07-01,REGPRINT,1158
2018-07-01,"REGPRINT, SOUNDDISC",13
2018-07-01,"REGPRINT, VIDEOREC",2
2018-07-01,SOUNDCASS,10
2018-07-01,SOUNDDISC,41155
2018-07-01,"SOUNDDISC, SOUNDREC",1
2018-07-01,"SOUNDDISC, VIDEODISC",373
2018-07-01,SOUNDREC,294
2018-07-01,UNSPECIFIED,25
2018-07-01,VIDEO,165
2018-07-01,VIDEOCART,13
2018-07-01,VIDEOCASS,39
2018-07-01,VIDEODISC,126337
2018-07-01,VIDEOREC,9
2018-07-01,VISUAL,36
2018-06-01,ATLAS,50
2018-06-01,AUDIOBOOK,81298
2018-06-01,BOOK,338143
2018-06-01,CR,249
2018-06-01,EBOOK,152686
2018-06-01,ER,221
2018-06-01,"ER, NONPROJGRAPH",1
2018-06-01,"ER, PRINT",1
2018-06-01,"ER, REGPRINT",1
2018-06-01,"ER, SOUNDDISC",118
2018-06-01,"ER, VIDEODISC",73
2018-06-01,"FLASHCARD, SOUNDDISC",4
2018-06-01,GLOBE,2
2018-06-01,LARGEPRINT,130
2018-06-01,MAP,27
2018-06-01,MICROFORM,1
2018-06-01,MIXED,2251
2018-06-01,MUSIC,625
2018-06-01,MUSICSNDREC,8
2018-06-01,REGPRINT,1143
2018-06-01,"REGPRINT, SOUNDDISC",11
2018-06-01,"REGPRINT, VIDEOREC",5
2018-06-01,SOUNDCASS,11
2018-06-01,"SOUNDCASS, SOUNDDISC",1
2018-06-01,SOUNDDISC,43089
2018-06-01,"SOUNDDISC, SOUNDREC",1
2018-06-01,"SOUNDDISC, VIDEODISC",448
2018-06-01,SOUNDREC,295
2018-06-01,UNSPECIFIED,21
2018-06-01,VIDEO,204
2018-06-01,VIDEOCART,11
2018-06-01,VIDEOCASS,34
2018-06-01,VIDEODISC,125173
2018-06-01,VIDEOREC,13
2018-06-01,VISUAL,32
2018-05-01,ATLAS,26
2018-05-01,AUDIOBOOK,78872
2018-05-01,BOOK,314658
2018-05-01,COMIC,2132
2018-05-01,CR,210
2018-05-01,EBOOK,148449
2018-05-01,ER,248
2018-05-01,"ER, NONPROJGRAPH",1
2018-05-01,"ER, PRINT",2
2018-05-01,"ER, SOUNDDISC",124
2018-05-01,"ER, VIDEODISC",57
2018-05-01,FLASHCARD,1
2018-05-01,"FLASHCARD, SOUNDDISC",5
2018-05-01,GLOBE,5
2018-05-01,KIT,2
2018-05-01,LARGEPRINT,103
2018-05-01,MAP,34
2018-05-01,MICROFORM,6
2018-05-01,MIXED,2344
2018-05-01,MOVIE,1938
2018-05-01,MUSIC,2700
2018-05-01,MUSICSNDREC,5
2018-05-01,REGPRINT,1195
2018-05-01,"REGPRINT, SOUNDDISC",14
2018-05-01,"REGPRINT, VIDEOREC",5
2018-05-01,SOUNDCASS,4
2018-05-01,SOUNDDISC,41887
2018-05-01,"SOUNDDISC, SOUNDREC",2
2018-05-01,"SOUNDDISC, VIDEOCASS",1
2018-05-01,"SOUNDDISC, VIDEODISC",480
2018-05-01,SOUNDREC,284
2018-05-01,TELEVISION,2079
2018-05-01,UNSPECIFIED,21
2018-05-01,VIDEO,218
2018-05-01,VIDEOCART,6
2018-05-01,VIDEOCASS,30
2018-05-01,VIDEODISC,122311
2018-05-01,VIDEOREC,13
2018-05-01,VISUAL,31
2018-04-01,ATLAS,32
2018-04-01,AUDIOBOOK,75960
2018-04-01,BOOK,327296
2018-04-01,COMIC,3725
2018-04-01,CR,259
2018-04-01,EBOOK,147932
2018-04-01,ER,212
2018-04-01,"ER, NONPROJGRAPH",1
2018-04-01,"ER, PRINT",2
2018-04-01,"ER, REGPRINT",1
2018-04-01,"ER, SOUNDDISC",133
2018-04-01,"ER, VIDEODISC",58
2018-04-01,"FLASHCARD, SOUNDDISC",2
2018-04-01,GLOBE,2
2018-04-01,KIT,2
2018-04-01,LARGEPRINT,140
2018-04-01,MAP,28
2018-04-01,MICROFORM,1
2018-04-01,MIXED,1956
2018-04-01,MOVIE,4411
2018-04-01,MUSIC,5131
2018-04-01,MUSICSNDREC,3
2018-04-01,NOTATEDMUSIC,1
2018-04-01,REGPRINT,1395
2018-04-01,"REGPRINT, SOUNDDISC",11
2018-04-01,"REGPRINT, VIDEOREC",2
2018-04-01,SOUNDCASS,9
2018-04-01,SOUNDDISC,45282
2018-04-01,"SOUNDDISC, SOUNDREC",1
2018-04-01,"SOUNDDISC, VIDEODISC",497
2018-04-01,SOUNDREC,292
2018-04-01,TELEVISION,3694
2018-04-01,UNSPECIFIED,23
2018-04-01,VIDEO,242
2018-04-01,VIDEOCART,13
2018-04-01,VIDEOCASS,34
2018-04-01,"VIDEOCASS, VIDEODISC",2
2018-04-01,VIDEODISC,133121
2018-04-01,VIDEOREC,7
2018-04-01,VISUAL,29
2018-03-01,ATLAS,46
2018-03-01,AUDIOBOOK,76953
2018-03-01,BOOK,340776
2018-03-01,COMIC,3922
2018-03-01,CR,279
2018-03-01,EBOOK,150496
2018-03-01,ER,268
2018-03-01,"ER, NONPROJGRAPH",4
2018-03-01,"ER, PRINT",1
2018-03-01,"ER, REGPRINT",2
2018-03-01,"ER, SOUNDDISC",133
2018-03-01,"ER, VIDEODISC",60
2018-03-01,"FLASHCARD, SOUNDDISC",8
2018-03-01,GLOBE,3
2018-03-01,KIT,3
2018-03-01,LARGEPRINT,58
2018-03-01,MAP,33
2018-03-01,MICROFORM,3
2018-03-01,MIXED,1879
2018-03-01,MOVIE,4496
2018-03-01,MUSIC,5176
2018-03-01,MUSICSNDREC,5
2018-03-01,NOTATEDMUSIC,1
2018-03-01,REGPRINT,1417
2018-03-01,"REGPRINT, SOUNDDISC",16
2018-03-01,"REGPRINT, VIDEOREC",6
2018-03-01,SOUNDCASS,10
2018-03-01,SOUNDDISC,45609
2018-03-01,"SOUNDDISC, SOUNDREC",1
2018-03-01,"SOUNDDISC, VIDEODISC",511
2018-03-01,SOUNDREC,293
2018-03-01,TELEVISION,4091
2018-03-01,UNSPECIFIED,31
2018-03-01,VIDEO,203
2018-03-01,VIDEOCART,10
2018-03-01,VIDEOCASS,29
2018-03-01,"VIDEOCASS, VIDEODISC",3
2018-03-01,VIDEODISC,137365
2018-03-01,VIDEOREC,7
2018-03-01,VISUAL,26
2018-02-01,ATLAS,34
2018-02-01,AUDIOBOOK,68119
2018-02-01,BOOK,306379
2018-02-01,COMIC,3754
2018-02-01,CR,318
2018-02-01,EBOOK,135768
2018-02-01,ER,225
2018-02-01,"ER, NONPROJGRAPH",4
2018-02-01,"ER, SOUNDDISC",101
2018-02-01,"ER, VIDEODISC",68
2018-02-01,"FLASHCARD, SOUNDDISC",2
2018-02-01,GLOBE,1
2018-02-01,KIT,2
2018-02-01,LARGEPRINT,31
2018-02-01,MAP,25
2018-02-01,MIXED,1752
2018-02-01,MOVIE,4337
2018-02-01,MUSIC,4884
2018-02-01,MUSICSNDREC,7
2018-02-01,NOTATEDMUSIC,1
2018-02-01,REGPRINT,1117
2018-02-01,"REGPRINT, SOUNDDISC",9
2018-02-01,"REGPRINT, VIDEOREC",5
2018-02-01,SOUNDCASS,9
2018-02-01,"SOUNDCASS, SOUNDDISC, VIDEOCASS, VIDEODISC",1
2018-02-01,SOUNDDISC,43672
2018-02-01,"SOUNDDISC, SOUNDREC",1
2018-02-01,"SOUNDDISC, VIDEODISC",467
2018-02-01,SOUNDREC,299
2018-02-01,TELEVISION,3856
2018-02-01,UNSPECIFIED,33
2018-02-01,VIDEO,255
2018-02-01,VIDEOCART,14
2018-02-01,VIDEOCASS,33
2018-02-01,"VIDEOCASS, VIDEODISC",1
2018-02-01,VIDEODISC,127590
2018-02-01,VIDEOREC,8
2018-02-01,VISUAL,19
2018-01-01,ATLAS,38
2018-01-01,AUDIOBOOK,74591
2018-01-01,BOOK,351197
2018-01-01,COMIC,3805
2018-01-01,CR,351
2018-01-01,EBOOK,150764
2018-01-01,ER,283
2018-01-01,"ER, NONPROJGRAPH",3
2018-01-01,"ER, PRINT",3
2018-01-01,"ER, REGPRINT",1
2018-01-01,"ER, SOUNDDISC",127
2018-01-01,"ER, VIDEODISC",81
2018-01-01,"FLASHCARD, SOUNDDISC",7
2018-01-01,GLOBE,4
2018-01-01,KIT,4
2018-01-01,LARGEPRINT,50
2018-01-01,MAP,34
2018-01-01,MICROFORM,3
2018-01-01,MIXED,1886
2018-01-01,MOVIE,4429
2018-01-01,MUSIC,4848
2018-01-01,MUSICSNDREC,4
2018-01-01,PRINT,1
2018-01-01,REGPRINT,1381
2018-01-01,"REGPRINT, SOUNDDISC",12
2018-01-01,"REGPRINT, VIDEOREC",5
2018-01-01,SOUNDCASS,9
2018-01-01,"SOUNDCASS, SOUNDDISC",1
2018-01-01,SOUNDDISC,49555
2018-01-01,"SOUNDDISC, SOUNDREC",1
2018-01-01,"SOUNDDISC, VIDEODISC",553
2018-01-01,SOUNDREC,340
2018-01-01,TELEVISION,3727
2018-01-01,UNSPECIFIED,39
2018-01-01,VIDEO,256
2018-01-01,VIDEOCART,6
2018-01-01,VIDEOCASS,39
2018-01-01,"VIDEOCASS, VIDEODISC",2
2018-01-01,VIDEODISC,148670
2018-01-01,VIDEOREC,9
2018-01-01,VISUAL,15
2017-12-01,ATLAS,29
